name,address,price,review_score,review_count,Vị trí,Dịch vụ,Đáng giá tiền,Cơ sở vật chất,Độ sạch sẽ,host_review_score,bep,bua_sang,san_gon,may_giat,dua_don_san_bay,phong_tap,don_phong_hang_ngay,duoc_phep_mang_thu_nuoi,bai_do_xe,Giá trước,Giá sau
SOTETSU GRAND FRESA SAIGON,"8 Ly Tu Trong Street, Ben Nghe Ward, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"9,2",4388,9.3,9.5,9.2,9.2,9.7,Không có đánh giá chủ nhà,1,1,0,0,0,1,1,1,1,Không có giá trước,Không có giá sau
Lan Anh Hotel,"251/28 Lê Văn Thọ, Phường 9, Quận Gò Vấp, Tp.HCM, Gò Vấp, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"7,8",201,7.7,8.2,8.1,7.5,7.8,Không có đánh giá chủ nhà,0,0,0,1,0,0,1,1,1,338.423,331.391
Collection O Sunshine Garden Hotel - Near SECC,"338 T n Ph , Quận 7, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"7,5",523,8.0,8.2,8.0,7.1,7.5,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,3.140.465,838.839
Pharaon Hotel,"56 duong so 7, khu dan cu Trung Son, Binh Hung, Binh Chanh, Bình Hưng, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,1",258,8.3,8.6,8.3,8.2,8.5,Không có đánh giá chủ nhà,0,0,0,0,0,0,0,1,0,750.000,521.686
Khách sạn Đức Minh (Duc Minh Hotel),"23/2 Hoang Viet, Tân Bình, Hồ Chí Minh, Việt Nam",Không có giá,"8,0",289,8.6,8.4,8.4,7.8,8.0,Không có đánh giá chủ nhà,1,1,0,0,1,0,1,1,1,1.500.000,427.148
Nhật Vân 1 (Nhat Van 1),"16/4 trần thiện chánh p12 , q10 , tp hcm 16/4, Quận 10, Hồ Chí Minh, Việt Nam",Không có giá,"6,2",137,6.8,6.6,6.1,5.9,5.9,Không có đánh giá chủ nhà,0,0,0,0,0,1,1,1,1,3.316.667,829.167
Loove Hotel 3,"So 2, Duong So 1B, Kp 2, Phuong Phu My, Quan 7, Quận 7, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"7,4",94,7.5,8.1,8.1,7.3,7.5,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,590.801,292.530
Haven Hut Riverside Hotel,"No. 142, Ton That Thuyet Street, Quận 4, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"8,3",785,8.5,8.9,8.7,8.5,8.8,Không có đánh giá chủ nhà,1,0,0,0,1,0,1,1,1,3.840.309,1.625.890
Khách sạn Hoàng Yến (Hoang Yen Hotel - Phu My Hung),"R4 -62-63-64 Hưng Gia 2 , Phú Mỹ Hưng , Quận 7 , TP. Hồ Chí Minh, Quận 7, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"8,0",992,8.5,8.7,8.3,7.8,8.3,Không có đánh giá chủ nhà,1,1,0,1,1,0,1,1,1,Không có giá trước,Không có giá sau
Khách sạn The One Premium (The One Premium Hotel),"29 Thủ Khoa Huân, Phường Bến Thành, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"6,9",529,8.3,7.5,6.7,6.0,6.5,Không có đánh giá chủ nhà,0,1,0,0,1,1,1,1,0,Không có giá trước,3.815.135
Senho Hotel,"110/6 Tô Hiệu, Tân Phú, Hồ Chí Minh, Việt Nam",Không có giá,"7,4",307,7.9,8.0,7.9,7.7,7.8,Không có đánh giá chủ nhà,1,1,0,1,0,0,0,1,1,1.500.000,310.810
THANH TAI HOTEL 2,"15A Phan Van Hon Street, Tan Thoi Nhat Ward, District 12, Ho Chi Minh City, Vietnam, Quận 12, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"8,7",321,8.7,9.0,8.9,8.6,8.8,Không có đánh giá chủ nhà,0,1,0,0,0,0,1,1,1,Không có giá trước,8.299.616
VINHOMES GRAND PARK QUẬN 9 Căn hộ LUXURY MASTERI CENTRE POINT (VINHOMES GRAND PARK QUAN 9 Can ho LUXURY MASTERI CENTRE POINT),"581 Nguyễn Xiển, Quận 9, Hồ Chí Minh, Việt Nam",Không có giá,"8,9",45,8.7,9.1,9.1,9.1,9.6,Không có đánh giá chủ nhà,1,0,0,0,1,1,1,1,1,1.626.323,708.333
Khách Sạn Lộc Phát,"16C Lũy Bán Bích, Tân Phú, Hồ Chí Minh, Việt Nam, 72015",Không có giá,"7,9",86,8.4,8.7,8.6,8.1,8.4,Không có đánh giá chủ nhà,0,0,0,0,1,0,1,1,1,513.361,332.500
La Casona Hotel,"9 Hưng Gia 3, La Casona Hotel, Quận 7, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,5",1183,8.7,9.0,8.6,8.3,8.6,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,Không có giá trước,782.568
Khach san Anh Thu,"346 Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"8,0",24,6.5,7.5,6.5,6.5,5.5,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,519.000,306.989
Dlux Bạch Đằng (Dlux Bach Đang),"153 Đường Bạch Đằng, Tân Bình, Hồ Chí Minh, Việt Nam",Không có giá,"6,7",241,7.2,6.4,5.8,5.8,5.9,Không có đánh giá chủ nhà,0,0,0,0,0,1,0,1,0,Không có giá trước,407.407
Eastin Grand Hotel Saigon,"253 Nguyễn Văn Trỗi, Quận Phú Nhuận , Phú Nhuận, Hồ Chí Minh, Việt Nam,",Không có giá,"8,7",7607,8.5,9.0,8.8,8.7,9.0,Không có đánh giá chủ nhà,1,1,1,0,1,1,1,1,1,10.000.000,4.786.007
M Village Nguyễn Kiệm - Cosmo Airport Hotel,"No. 659, Nguyen Kiem, Ward 9, Phu Nhuan District, M Village, Phú Nhuận, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"9,0",431,9.1,9.6,9.3,9.1,9.4,Không có đánh giá chủ nhà,1,0,0,1,1,1,1,1,1,2.875.133,1.110.947
Khách sạn Cochin Zen (Cochin Zen Hotel),"46-46 bis Thủ Khoa Huân, Phường Bến Thành, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"8,5",5764,9.2,8.8,8.4,8.2,8.7,Không có đánh giá chủ nhà,0,1,1,0,1,1,1,1,0,Không có giá trước,Không có giá sau
"Căn hộ studio Vinhomes Grand Park, Thủ Đức city, Hồ Chí Minh city (Can ho studio Vinhomes Grand Park, Thu Đuc city, Ho Chi Minh city)","Quận 9, Hồ Chí Minh, Việt Nam",Không có giá,"8,8",12,9.8,2.5,Không có,10.0,10.0,Không có đánh giá chủ nhà,1,0,0,1,0,1,0,0,1,Không có giá trước,Không có giá sau
LAGUNA Hotel,"25-27 Hung Gia 4 st, Tan Phong ward, District 7 , Quận 7, Hồ Chí Minh, Việt Nam, 80000",Không có giá,"7,7",588,8.5,8.2,7.8,7.4,7.6,Không có đánh giá chủ nhà,1,1,1,0,1,0,1,1,1,1.008.372,686.679
Căn hộ sân bay Sabay - The Connect (Sabay Airport Apartment - The Connect),"09 Cuu Long,Ward 2, Tan Binh, Tân Bình, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,3",1184,9.1,8.9,8.8,8.7,8.7,Không có đánh giá chủ nhà,1,1,0,1,1,1,1,1,1,1.500.000,539.479
Meraki 198 Bùi Viện (Meraki 198 Bui Vien),"198 Bùi Viện, Quận 1, Tp. Hồ Chí Minh, Quận 1, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"7,4",2109,8.2,7.9,7.6,6.8,7.2,Không có đánh giá chủ nhà,1,1,0,0,1,1,1,1,1,5.948.313,5.937.500
"Nhà mặt đất 25 m² 5 phòng ngủ, 5 phòng tắm riêng ở Gò Vấp (Anh's House - Studio Terrace)","523/22 Le Duc Tho, Ward 16, Go Vap District, Gò Vấp, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"8,5",16,9.3,9.5,9.3,8.0,9.5,Không có đánh giá chủ nhà,1,0,0,1,0,0,0,1,0,Không có giá trước,Không có giá sau
Khách sạn RiTa gần sân bay Tân Sơn Nhất (RiTa Hotel near Tan Son Nhat Airport),"No.10, Street 2, Ward 3, Go Vap District, Ho Chi Minh City, Gò Vấp, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,0",310,8.3,8.3,8.3,7.9,8.1,Không có đánh giá chủ nhà,1,0,0,0,0,0,1,1,1,405.171,402.255
Khách sạn Hoa My (Hoa My Hotel),"61-63-65-67-69-71-73 Binh Phu, Phuong 11, Quan 6, Ho Chi Minh, Quận 6, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"6,9",104,7.3,7.4,7.3,6.4,6.6,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,258.806,243.981
HUONG LAN HOTEL,"323A Nguyễn Thái Bình, 323A, Tân Bình, Hồ Chí Minh, Việt Nam, 737300",Không có giá,"7,7",120,8.4,8.7,7.9,7.2,7.7,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,Không có giá trước,666.667
Khách sạn S79 Boutique Bùi Viện (S79 Boutique Hotel Bui Vien),"40/21 Bui Vien, District 1, Quận 1, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"7,9",2181,8.6,8.2,8.1,7.1,8.0,Không có đánh giá chủ nhà,1,0,0,0,1,0,1,1,1,3.971.283,2.300.661
M Village Hotel Tôn Thất Đạm,"129 Tôn Thất Đạm M Village, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"8,8",2956,9.2,9.4,9.0,8.8,9.2,Không có đánh giá chủ nhà,1,1,1,1,1,1,1,1,0,Không có giá trước,Không có giá sau
Elisa Hotel,"No. 172, Street No. 7, Trung Son Residential Area, Binh Hung, Binh Chanh, Bình Hưng, Hồ Chí Minh, Việt Nam, 72900",Không có giá,"8,3",126,8.4,8.7,8.7,8.4,8.5,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,1.400.000,630.129
Sen Boutique House,"51 Đường số 2 Khu Báo chí, Phường Thảo Điền, Quận 2, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,6",645,8.5,9.0,9.0,8.6,9.0,Không có đánh giá chủ nhà,1,0,0,1,1,0,1,1,1,1.080.991,908.700
Saigon City Center,"385/143 Nguyễn Công Trứ, P. Cầu Ông Lãnh, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"6,5",874,6.8,6.3,6.7,5.8,6.2,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,244.552,240.470
Golden Hotel,"67/2/1 Đ. Số 5, Phường 17, Gò Vấp, Hồ Chí Minh, Việt Nam",Không có giá,"9,1",93,9.4,9.9,10.0,9.7,9.7,Không có đánh giá chủ nhà,0,0,0,0,1,0,1,1,1,1.944.806,516.374
Cozrum Homes The Gallery Residence,"49/26B Nguyen Van Dau, Ward 6, Binh Thanh District, HCMC, Bình Thạnh, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"8,1",1152,8.4,8.4,8.3,8.2,8.2,Không có đánh giá chủ nhà,1,0,0,0,0,0,0,1,0,828.995,755.443
BO SONG HOTEL,"245 Đường số 20, Gò Vấp, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,2",279,8.0,8.8,8.6,8.2,8.5,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,729.000,403.890
Mountime Hotel Saigon,"No. 170-172, Đ. Nguyen Thai Binh, Nguyen Thai Binh Ward, Vietnam, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"8,6",454,8.6,8.7,8.3,8.1,8.2,Không có đánh giá chủ nhà,1,1,0,0,1,1,0,1,1,Không có giá trước,Không có giá sau
Khách sạn HANZ Sơn Mi Sài Gòn (HANZ Son Mi Hotel Saigon),"839/10 Le Hong Phong, District 10, Quận 10, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"8,9",900,9.2,9.1,9.1,9.0,9.1,Không có đánh giá chủ nhà,1,0,0,0,1,1,1,1,1,Không có giá trước,2.018.753
Khách sạn Mai Vàng Bình Tân,"48 Đường Số 4A, Bình Tân, Hồ Chí Minh, Việt Nam",Không có giá,"8,2",109,8.0,8.2,7.3,7.4,7.2,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,439.788,356.481
Hotel Majestic Saigon,"01 Đồng Khởi, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam",Không có giá,"8,7",11063,9.2,8.8,8.4,8.4,8.8,Không có đánh giá chủ nhà,1,1,0,1,1,1,1,1,1,Không có giá trước,Không có giá sau
Lucky hotel,"14 Street No. 3A Lucky Hotel - Clean and Reliable Hotel in Rocket Area, Lucky Hotel - khách sạn sạch uy tín khu tên lửa, Bình Tân, Hồ Chí Minh, Việt Nam",Không có giá,"7,9",192,8.3,8.2,8.1,7.7,8.2,Không có đánh giá chủ nhà,1,0,0,0,0,0,1,1,1,1.500.000,301.063
B & K Hotel - District 10,"Đ. Ngô Quyền, Quận 10, Quận 10, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"6,9",27,7.2,6.8,5.7,5.8,5.8,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,Không có giá trước,575.000
Lee Hotel,"48 Nguyễn tuyển, Bình Trưng Tây Ward, District 2, Quận 2, Hồ Chí Minh, Việt Nam",Không có giá,"7,6",13,8.0,7.8,7.0,6.9,6.5,Không có đánh giá chủ nhà,0,0,0,1,1,0,1,1,1,Không có giá trước,370.370
Arista,"19 Đường số 16, phường An Phú, Quận 2, Hồ Chí Minh, Việt Nam",Không có giá,"8,2",338,8.4,8.9,8.4,8.4,8.7,Không có đánh giá chủ nhà,1,0,0,0,0,0,1,1,1,918.142,907.407
Nui Thanh Hotel,"3A Nui Thanh St., Ward 13, Tan Binh District, Tân Bình, Hồ Chí Minh, Việt Nam",Không có giá,"8,2",277,8.1,8.6,8.7,7.9,8.3,Không có đánh giá chủ nhà,0,1,1,0,0,0,1,1,1,700.000,482.122
Khách sạn RedDoorz Minh Thư Cống Lở (RedDoorz Minh Thu Hotel Cong Lo),"No. 176, Cong Lo Street, Ward 15, Tan Binh District, Tân Bình, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"6,5",39,6.6,6.9,6.6,6.8,6.6,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,Không có giá trước,220.370
Khách sạn Winston Riverside (Hotel Winston Riverside),"1110B Phạm Văn Đồng,Phường Linh Đông , Quận Thủ Đức 6, Thủ Đức, Hồ Chí Minh, Việt Nam",Không có giá,"7,6",93,7.7,7.4,7.8,7.4,7.5,Không có đánh giá chủ nhà,1,0,0,0,1,1,1,1,1,491.723,461.482
Căn hộ Smiley Quận 2 (Smiley Apartment Quan 2),"Number 8, Street 39 Binh Trung Dong Ward, District 2, District 2,, Quận 2, Hồ Chí Minh, Việt Nam",Không có giá,"6,7",138,7.5,7.5,7.6,7.1,7.1,Không có đánh giá chủ nhà,1,0,0,0,0,0,0,1,1,Không có giá trước,309.375
Trung Bảo Hotel,"1/124 Đ. Lữ Gia, Quận 11, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"7,4",51,7.5,7.5,7.1,6.4,6.2,Không có đánh giá chủ nhà,0,0,0,0,1,0,1,1,1,378.210,279.644
ibis Sân bay Sài Gòn (ibis Saigon Airport),"Số 2 đường Hồng Hà, phường 2, quận Tân Bình, TP.HCM, Tân Bình, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,6",12344,9.1,8.7,8.4,8.4,8.8,Không có đánh giá chủ nhà,1,1,1,0,1,1,1,1,1,Không có giá trước,Không có giá sau
MICASA HOTEL,"No. 5, 27-29, Street 6B, Trung Son Residential Area, Binh Hung, Binh Chanh, Ho Chi Minh City, Vietnam, 5, Bình Hưng, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"7,8",221,8.2,8.3,8.2,8.0,8.2,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,1.785.691,666.482
Hoang Quan Hotel,"66-68-70 Thach Lam, Phu Thanh, Tan Phu, Ho Chi Minh, Tân Phú, Hồ Chí Minh, Việt Nam, 760820",Không có giá,"7,4",191,7.6,7.9,7.4,6.8,7.1,Không có đánh giá chủ nhà,1,1,0,0,0,0,1,1,1,599.948,416.667
Cozrum Homes - Selina Residence,"No. 182, Dien Hong, Ward 1, Binh Thanh District, Bình Thạnh, Hồ Chí Minh, Việt Nam",Không có giá,"7,8",376,7.9,8.7,8.5,8.5,8.5,Không có đánh giá chủ nhà,0,0,0,1,0,0,1,1,0,786.422,680.307
Khách sạn Bay Ho Chi Minh City (Bay Hotel Ho Chi Minh),"Số 7, đường Ngô Văn Năm, Quận 1, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,3",4035,8.5,8.5,8.2,8.0,8.6,Không có đánh giá chủ nhà,1,1,1,0,1,1,1,1,1,8.668.656,5.495.102
Aurora Western Village,"65 QUOC HUONG STREET, DISTRICT 2, Quận 2, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"8,3",1296,8.5,8.7,8.5,8.2,8.7,Không có đánh giá chủ nhà,1,1,0,0,1,1,1,1,1,2.855.284,1.153.322
Khách sạn Vân Hà (Van Ha Hotel ),"440 Cộng Hòa, Phường 13, Quận Tân Bình , Tân Bình, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"7,6",373,7.9,7.7,7.6,7.2,7.2,Không có đánh giá chủ nhà,1,0,0,0,1,0,1,1,1,686.526,539.892
Đông Như 5 Hotel (Đong Nhu 5 Hotel),"10 Nguyễn Văn Khối, Gò Vấp, Hồ Chí Minh, Việt Nam",Không có giá,"8,6",20,8.0,7.9,8.8,8.6,8.8,Không có đánh giá chủ nhà,0,0,0,0,0,0,0,1,1,618.385,574.074
Golden Uc Chau House and Spa,"No. 719, Le Hong Phong Street, Ward 12, Quan 10, Quan 10, Quận 10, Hồ Chí Minh, Việt Nam",Không có giá,"8,4",67,9.0,9.0,8.5,8.5,8.7,Không có đánh giá chủ nhà,1,0,0,0,0,1,1,1,1,818.498,458.968
Ly Ly Hotel,"110 Song Hành , Quận 6, Hồ Chí Minh, Việt Nam, 73115",Không có giá,"7,7",213,8.0,8.2,8.0,7.6,7.9,Không có đánh giá chủ nhà,1,0,0,0,1,0,1,1,1,1.200.000,569.085
Khách sạn Renaissance Riverside Sài Gòn (Renaissance Riverside Hotel Saigon),"8-15 Tôn Đức Thắng , Quận 1, Hồ Chí Minh, Việt Nam, 0084 28 3822 0033",Không có giá,"8,5",753,9.1,8.7,8.0,8.3,8.7,Không có đánh giá chủ nhà,1,1,1,0,1,1,1,1,1,Không có giá trước,21.700.000
CÁT ANH HOTEL,"69 Đường Số 8, Cát Anh Hotel, Gò Vấp, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"7,4",148,7.1,7.1,7.3,7.1,7.4,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,Không có giá trước,916.667
A In Hotel Glamour,"No. 63/1 - 63/3, Street 19, Neighborhood 2, An Khanh Ward, Thu Duc City, Ho Chi Minh City, Quận 2, Hồ Chí Minh, Việt Nam",Không có giá,"8,0",461,8.1,8.5,8.0,8.0,8.2,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,Không có giá trước,2.258.307
SEA APARTHOTEL,"186 Hà Huy Tập, Tân Phong, Quận 7, Hồ Chí Minh, Việt Nam, 084",Không có giá,"6,8",196,7.1,6.5,6.2,6.5,6.6,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,Không có giá trước,Không có giá sau
The Moon 2 Hotel,"245 Number 1 Street, Binh Tri Dong B Ward,, Bình Tân, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"9,6",18,10.0,10.0,10.0,10.0,10.0,Không có đánh giá chủ nhà,0,0,0,0,1,0,1,1,1,2.500.000,837.654
Khách Sạn Kha Thy (Kha Thy Hotel),"No 39, Street 33, Binh Trung Tay Ward, Quận 2, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"7,4",108,7.6,7.9,7.9,7.5,7.8,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,Không có giá trước,395.786
Khách sạn & Căn hộ KunKin Luxury (KunKin Luxury Hotel & Apartment ),"46/24 Nguyễn Cửu Vân, Bình Thạnh, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,1",314,7.9,8.6,8.1,8.0,8.5,Không có đánh giá chủ nhà,1,0,0,0,0,1,1,1,1,3.739.197,1.840.323
PARK VIEW LUXURY HOTEL,"171 Pham Ngu Lao Street, Quận 1, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,3",1346,9.3,9.0,8.5,7.7,8.6,Không có đánh giá chủ nhà,0,0,0,0,1,0,1,1,0,Không có giá trước,3.392.857
Khách sạn Ken 2 (Ken 2 Hotel),"766/12 Sư Vạn Hạnh, phường 12, quận 10, Quận 10, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,1",507,8.5,8.2,8.2,8.1,8.3,Không có đánh giá chủ nhà,0,0,0,0,0,1,1,1,1,1.500.000,877.137
Wink Hotel Saigon Centre - 24hrs Lifestyle Stay,"75 Nguyen Binh Khiem, Quận 1, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,9",4725,8.8,9.4,9.0,8.9,9.3,Không có đánh giá chủ nhà,1,1,0,1,0,1,1,1,1,Không có giá trước,Không có giá sau
Mơ Mơ Residence,"117 Duy Tân, Phú Nhuận, Hồ Chí Minh, Việt Nam",Không có giá,"9,2",262,9.5,9.5,9.8,9.6,9.8,Không có đánh giá chủ nhà,1,0,0,0,0,0,0,1,1,Không có giá trước,4.253.483
Khách sạn và Căn hộ Asian Ruby (Asian Ruby Hotel & Apartment),"122F-122F1 Bùi Thị Xuân, Quận 1, Hồ Chí Minh, Việt Nam",Không có giá,"7,7",1529,8.1,8.0,7.7,7.1,7.6,Không có đánh giá chủ nhà,1,1,0,0,1,0,1,1,1,Không có giá trước,3.574.553
GOLDEN SUN Hotel Apartments,"No. 72, Phan Khiem Ich Street, Tan Phong Ward, Vietnam, Quận 7, Hồ Chí Minh, Việt Nam, 756600",Không có giá,"7,5",256,8.0,7.7,7.5,7.3,Không có,Không có đánh giá chủ nhà,1,0,0,0,0,0,1,1,1,1.350.000,733.333
Saigon Prince Hotel,"63 Đại lộ Nguyễn Huệ, Quận 1, TP Ho Chi MInh, Quận 1, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,3",6906,9.1,8.4,8.1,7.9,8.4,Không có đánh giá chủ nhà,1,1,0,0,1,1,1,1,1,14.369.079,13.065.868
Khách sạn & Suites JW Marriott Sài Gòn (JW Marriott Hotel & Suites Saigon),"Góc Đường Hai Bà Trưng & Đại Lộ Lê Duẩn, Quận 1, Quận 1, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,9",2273,9.3,9.1,8.7,9.0,9.3,Không có đánh giá chủ nhà,1,1,0,0,1,1,1,1,1,Không có giá trước,7.150.000
Silk Hong Ha hotel,"43-45 Hồng Hà, Tân Bình, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,4",682,8.9,8.7,8.7,8.3,8.8,Không có đánh giá chủ nhà,1,0,0,0,1,1,1,1,1,Không có giá trước,1.000.000
The Royal Vista - Phu My Hung,"22-24 Nội khu Hưng Gia 1, Phường T n Phong, Quận 7, Quận 7, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,6",133,8.9,9.4,9.2,8.4,9.0,Không có đánh giá chủ nhà,0,1,0,0,1,0,1,1,1,Không có giá trước,Không có giá sau
Cozrum – Khách sạn tình yêu Trần Bình Trọng (Cozrum - Love Hotel Trần Bình Trọng),"11A Tran Binh Trong Street, Phuong 5, Bình Thạnh, Hồ Chí Minh, Việt Nam, 00000",Không có giá,"7,8",231,8.0,8.2,7.9,7.6,7.7,Không có đánh giá chủ nhà,0,1,0,0,0,0,1,1,0,1.004.571,644.985
Căn hộ Sang trọng Collection O Emerald – Gần SECC (Collection O Emerald Luxury Apartment - Near SECC),"159-161, Pham Thai Buong, Phuong Tan Phong, Quan 7, Thanh Pho Ho Chi Minh, Viet Nam, Ho-Chi-Minh, Quận 7, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"8,5",617,8.7,8.8,8.9,8.4,8.9,Không có đánh giá chủ nhà,0,1,0,0,0,0,1,1,1,1.760.089,745.045
The Concept Hotel HCMC - Premium,"27 Bà Huyện Thanh Quan, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam",Không có giá,"9,2",473,9.4,9.5,9.3,9.1,9.4,Không có đánh giá chủ nhà,0,0,0,1,0,1,1,1,0,Không có giá trước,Không có giá sau
Khách sạn Hoàng Anh Anh (Hoang Anh Anh Hotel),"17-19 Bàu Cát, Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh, 700000, Tân Bình, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"8,0",20,8.6,8.5,7.8,7.6,8.0,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,Không có giá trước,408.333
Hotel Phú Thành SG,"185 Van Than Street, Ward 8, Quận 6, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"8,2",114,8.3,9.0,8.7,8.0,8.2,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,1,580.000,274.657
"Townhouse Oak near International Airport, District Tan Binh","419, Cong Hoa, Tan Binh District, Ho-Chi-Minh, Ho-Chi-Minh, Tân Bình, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"6,7",3,6.7,7.3,6.7,6.0,6.7,Không có đánh giá chủ nhà,0,0,0,0,0,0,1,1,0,Không có giá trước,603.533
HOTEL PHƯƠNG NAM,"187 Đường số 16, Bình Tân, Hồ Chí Minh, Việt Nam, 71900",Không có giá,"7,5",317,7.9,8.3,7.8,7.3,7.5,Không có đánh giá chủ nhà,0,0,0,1,1,0,1,1,1,Không có giá trước,365.833
Bungalow Binh Quoi 2,"No. B, Quoi Street, Ward 28, Binh Thanh District, Ho Chi Minh City, Vietnam, Bình Thạnh, Hồ Chí Minh, Việt Nam, 717400",Không có giá,"8,7",14,8.6,8.9,9.1,9.2,8.9,Không có đánh giá chủ nhà,0,1,0,0,0,0,1,1,1,1.133.958,739.635
Ha Bao Chau Hotel Tan Binh,"No. 3, Le Tan Quoc, Ward 13, Vietnam, Tân Bình, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"8,5",34,9.3,9.0,8.5,8.9,9.4,Không có đánh giá chủ nhà,0,0,0,0,1,0,1,1,1,550.000,318.857
BIG HOTEL SÀI GÒN,"No. 35-37, Street No. 4, Trung Son Urban Area, Binh Hung Commune, Binh Chanh District, Ho Chi Minh City, Bình Hưng, Hồ Chí Minh, Việt Nam, 71803",Không có giá,"8,9",543,8.3,8.0,8.0,7.6,7.9,Không có đánh giá chủ nhà,1,0,0,0,1,0,1,1,1,892.504,449.243
Khách sạn HANZ T68 (HANZ T68 Hotel),"420 Nguyễn Văn Khối, Go Vap, Gò Vấp, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"7,8",372,7.9,8.2,8.0,7.5,8.0,Không có đánh giá chủ nhà,0,1,0,0,1,0,1,1,1,706.443,270.219
MTT Hotel,"22 T n Trụ, Phướng 15, Quận T n B nh , Tân Bình, Hồ Chí Minh, Việt Nam, 70000",Không có giá,"7,3",267,7.3,7.8,7.1,7.0,6.9,Không có đánh giá chủ nhà,0,0,0,1,0,0,1,1,1,313.422,295.545
Triple E Hotel Metro Ben Thanh,"146 Đ. Ký Con, Quận 1, Hồ Chí Minh, Việt Nam, 700000",Không có giá,"8,8",5012,9.2,9.2,9.0,8.6,9.2,Không có đánh giá chủ nhà,1,1,0,0,0,1,1,1,0,Không có giá trước,Không có giá sau
